"","site_name","site_day_key","site_day_label","day_trt","day_an","day","date","image_label","shell_length_um","shell_length_mm"
"413","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_23",285.794,0.285794
"414","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_24",303.3,0.3033
"415","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_24",335.778,0.335778
"416","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_25",342.132,0.342132
"417","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_26",309.026,0.309026
"418","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_26",280.031,0.280031
"419","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_27",319.158,0.319158
"420","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_28",334.095,0.334095
"421","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_28",326.306,0.326306
"422","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_29",349.535,0.349535
"423","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_29",336.239,0.336239
"424","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_29",286.882,0.286882
"425","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_30",323.826,0.323826
"426","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_31",313.654,0.313654
"427","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_31",294.543,0.294543
"428","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_32",312.595,0.312595
"429","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_32",329.101,0.329101
"430","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_32",309.593,0.309593
"431","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_33",326.937,0.326937
"432","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_33",329.144,0.329144
"433","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_33",310.048,0.310048
"434","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_33",335.146,0.335146
"435","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_34",336.294,0.336294
"436","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_34",330.409,0.330409
"437","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_34",283.777,0.283777
"438","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_34",297.189,0.297189
"439","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_35",314.783,0.314783
"440","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_36",307.433,0.307433
"441","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_36",295.141,0.295141
"442","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_37",357.727,0.357727
"443","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_38",324.688,0.324688
"444","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_38",332.612,0.332612
"445","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_39",279.225,0.279225
"446","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_39",321.849,0.321849
"447","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_40",319.083,0.319083
"448","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_41",307.262,0.307262
"449","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_42",308.887,0.308887
"450","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_42",324.638,0.324638
"451","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_43",307.743,0.307743
"452","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_43",307.51,0.30751
"453","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_43",313.328,0.313328
"454","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_44",330.755,0.330755
"455","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_45",332.229,0.332229
"456","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_46",312.33,0.31233
"457","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_46",327.935,0.327935
"458","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_47",306.641,0.306641
"459","W2-LA","7E8E995C","LA_19_Eyed","19_Eyed","15-21",19,"2023-05-28","LA_19_eyed_48",272.594,0.272594
"460","W2-LA","F5D8591F","LA_21_Small","21_Small","15-21",21,"2023-05-30","LA_19_eyed_49",320.664,0.320664
"638","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LARMIX_PreDep_3",19215.289,19.215289
"639","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LARMIX_PreDep_3",13454.274,13.454274
"640","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LARMIX_PreDep_3",14649.048,14.649048
"641","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",12467.921,12.467921
"642","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",12341.969,12.341969
"643","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",16425.66,16.42566
"644","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",12133.999,12.133999
"645","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",8980.221,8.980221
"646","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",9697.977,9.697977
"647","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",10571.356,10.571356
"648","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",11069.326,11.069326
"649","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",10463.806,10.463806
"650","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",10470.27,10.47027
"651","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",12899.581,12.899581
"652","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",12448.465,12.448465
"653","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",12685.07,12.68507
"654","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",8563.538,8.563538
"655","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",8842.975,8.842975
"656","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",7214.708,7.214708
"657","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",10177.964,10.177964
"658","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",5306.417,5.306417
"659","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",11369.454,11.369454
"660","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",7037.691,7.037691
"661","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",6991.618,6.991618
"662","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",8072.391,8.072391
"663","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",15214.396,15.214396
"664","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",15933.456,15.933456
"665","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",11635.85,11.63585
"666","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",9388.419,9.388419
"667","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",9266.06,9.26606
"668","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",11925.112,11.925112
"669","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",10993.703,10.993703
"670","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",11557.642,11.557642
"671","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",12184.501,12.184501
"672","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",7783.071,7.783071
"673","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",12613.209,12.613209
"674","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",9539.319,9.539319
"675","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",12248.572,12.248572
"676","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",9272.924,9.272924
"677","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",15044.1,15.0441
"678","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",10342.646,10.342646
"679","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",14622.291,14.622291
"680","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",7760.068,7.760068
"681","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",7821.387,7.821387
"682","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",8553.153,8.553153
"683","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",7525.909,7.525909
"684","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",16496.586,16.496586
"685","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",13504.178,13.504178
"686","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",14671.937,14.671937
"687","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",9325.058,9.325058
"688","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",8803.14,8.80314
"689","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",12192.373,12.192373
"690","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",13769.249,13.769249
"691","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",10773.4,10.7734
"692","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",13168.616,13.168616
"693","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",11415.819,11.415819
"694","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",9314.112,9.314112
"695","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",15953.727,15.953727
"696","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",11421.391,11.421391
"697","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",14337.079,14.337079
"698","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",13186.244,13.186244
"699","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",12039.744,12.039744
"700","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",12577.607,12.577607
"701","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",17946.546,17.946546
"702","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",9316.497,9.316497
"703","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",9105.977,9.105977
"704","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",14481.817,14.481817
"705","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",14930.348,14.930348
"706","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",11025.077,11.025077
"707","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",1142.439,1.142439
"708","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",7152.283,7.152283
"709","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",12320.346,12.320346
"710","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",12834.51,12.83451
"711","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",8159.748,8.159748
"712","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_1",10620.444,10.620444
"713","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",18095.121,18.095121
"714","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",9693.393,9.693393
"715","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",12341.887,12.341887
"716","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",13729.951,13.729951
"717","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",12494.463,12.494463
"718","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",16187.327,16.187327
"719","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",11014.813,11.014813
"720","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",9683.386,9.683386
"721","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",15585.205,15.585205
"722","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",15595.506,15.595506
"723","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",14294.749,14.294749
"724","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",10614.547,10.614547
"725","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",12626.574,12.626574
"726","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",9356.09,9.35609
"727","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",9687.974,9.687974
"728","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",13084.905,13.084905
"729","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",11453.887,11.453887
"730","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",10752.38,10.75238
"731","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",8084.892,8.084892
"732","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",13843.426,13.843426
"733","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",11520.794,11.520794
"734","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",10039.387,10.039387
"735","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",13639.839,13.639839
"736","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",7627.484,7.627484
"737","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",11250.328,11.250328
"738","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",11995.286,11.995286
"739","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",8706.031,8.706031
"740","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",12985.264,12.985264
"741","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",10679.809,10.679809
"742","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",12906.469,12.906469
"743","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",17391.458,17.391458
"744","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",13818.745,13.818745
"745","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",12127.921,12.127921
"746","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",13412.85,13.41285
"747","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",11054.832,11.054832
"748","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",14671.937,14.671937
"749","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",6034.702,6.034702
"750","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",15489.456,15.489456
"751","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",14658.095,14.658095
"752","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",7578.633,7.578633
"753","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",10065.509,10.065509
"754","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",15167.124,15.167124
"755","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",17003.085,17.003085
"756","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",20116.615,20.116615
"757","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",11000.499,11.000499
"758","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",7370.924,7.370924
"759","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",10233.975,10.233975
"760","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",16305.132,16.305132
"761","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",16591.15,16.59115
"762","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",13576.456,13.576456
"763","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",8629.331,8.629331
"764","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",9042.983,9.042983
"765","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",15037.923,15.037923
"766","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",11555.457,11.555457
"767","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",11286.627,11.286627
"768","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",16820.581,16.820581
"769","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",11819.114,11.819114
"770","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",11260.468,11.260468
"771","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",13418.346,13.418346
"772","W2-LA","335AAF42","LA_78_Predep","78_Predep","78",78,"2023-07-26","LA_PreDep_2",16374.422,16.374422
