idCollectionEvent,PROJECT,SOURCE,SAMPLE_DATETIME,STATION,WATER_BODY,CBSEG_2003,SONDE,LATITUDE,LONGITUDE,DEPTH,LAYER,TOTAL_DEPTH,TOTAL_DEPTH_UNITS,TOTAL_DEPTH_A,BATT,BATT_A,WTEMP,WTEMP_UNITS,WTEMP_A,WTEMP_QUALIFIER,WTEMP_METHOD,SPCOND,SPCOND_UNITS,SPCOND_A,SPCOND_QUALIFIER,SPCOND_METHOD,SALINITY,SALINITY_UNITS,SALINITY_A,SALINITY_QUALIFIER,SALINITY_METHOD,DO_SAT,DO_SAT_UNITS,DO_SAT_A,DO_SAT_QUALIFIER,DO_SAT_METHOD,DO,DO_UNITS,DO_A,DO_QUALIFIER,DO_METHOD,PH,PH_UNITS,PH_A,PH_QUALIFIER,PH_METHOD,TURB_NTU,TURB_NTU_UNITS,TURB_NTU_A,TURB_NTU_QUALIFIER,TURB_NTU_METHOD,FLUOR,FLUOR_UNITS,FLUOR_A,FLUOR_QUALIFIER,FLUOR_METHOD,TCHL_PRE_CAL,TCHL_PRE_CAL_UNITS,TCHL_PRE_CAL_A,TCHL_PRE_CAL_QUALIFIER,TCHL_PRE_CAL_METHOD,CHLA,CHLA_UNITS,CHLA_A,CHLA_QUALIFIER,CHLA_METHOD,BGA_PE,BGA_PE_UNITS,BGA_PE_A,BGA_PE_QUALIFIER,BGA_PE_METHOD,BGA_PE_RFU,BGA_PE_RFU_UNITS,BGA_PE_RFU_A,BGA_PE_RFU_QUALIFIER,BGA_PE_RFU_METHOD,FDOM,FDOM_UNITS,FDOM_A,FDOM_QUALIFIER,FDOM_METHOD,FDOM_RFU,FDOM_RFU_UNITS,FDOM_RFU_A,FDOM_RFU_QUALIFIER,FDOM_RFU_METHOD,COMMENTS
16366,CMON,VIMS,1/1/2024 2:30:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.6950,M,,6.3300,,8.7910,DEG C,,,F01,32107.0000,UMHOS/CM,,,F01,19.9200,PPT,,,F01,99.1000,PCT,,,F04,10.1200,MG/L,,,F04,8.1000,SU,,,F01,3.0900,NTU,,,F01,2.1100,%FS,GPF;NQR,,F01,8.3200,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,25.6300,UG/L,GPF;NQR,,F01,9.6900,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 2:45:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.6650,M,,6.3300,,8.8870,DEG C,,,F01,32511.0000,UMHOS/CM,,,F01,20.2000,PPT,,,F01,99.8000,PCT,,,F04,10.1500,MG/L,,,F04,8.1000,SU,,,F01,2.9000,NTU,,,F01,1.8000,%FS,GPF;NQR,,F01,7.0600,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,20.5000,UG/L,GPF;NQR,,F01,7.7700,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 3:00:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.6390,M,,6.3300,,9.0140,DEG C,,,F01,32890.0000,UMHOS/CM,,,F01,20.4700,PPT,,,F01,99.5000,PCT,,,F04,10.0700,MG/L,,,F04,8.1000,SU,,,F01,2.7400,NTU,,,F01,2.9400,%FS,GPF;NQR,,F01,11.7000,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,32.4500,UG/L,GPF;NQR,,F01,12.2500,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 3:15:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.6090,M,,6.3300,,9.0160,DEG C,,,F01,32899.0000,UMHOS/CM,,,F01,20.4700,PPT,,,F01,99.2000,PCT,,,F04,10.0500,MG/L,,,F04,8.0800,SU,,,F01,3.3600,NTU,,,F01,1.9000,%FS,GPF;NQR,,F01,7.4800,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,21.5900,UG/L,GPF;NQR,,F01,8.1800,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 3:30:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.5700,M,,6.3300,,9.0190,DEG C,,,F01,32846.0000,UMHOS/CM,,,F01,20.4400,PPT,,,F01,98.7000,PCT,,,F04,10.0000,MG/L,,,F04,8.0800,SU,,,F01,2.9600,NTU,,,F01,2.6800,%FS,GPF;NQR,,F01,10.6200,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,24.8900,UG/L,GPF;NQR,,F01,9.4200,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 3:45:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.5250,M,,6.3300,,9.0680,DEG C,,,F01,33076.0000,UMHOS/CM,,,F01,20.6000,PPT,,,F01,94.7000,PCT,,,F04,9.5700,MG/L,,,F04,8.0300,SU,,,F01,2.7700,NTU,,,F01,0.9600,%FS,GPF;NQR,,F01,3.6800,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,6.6600,UG/L,GPF;NQR,,F01,2.5900,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 4:00:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.4880,M,,6.3300,,9.0900,DEG C,,,F01,33305.0000,UMHOS/CM,,,F01,20.7500,PPT,,,F01,96.2000,PCT,,,F04,9.7100,MG/L,,,F04,8.0600,SU,,,F01,3.0400,NTU,,,F01,1.1400,%FS,GPF;NQR,,F01,4.3900,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,7.3100,UG/L,GPF;NQR,,F01,2.8300,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 4:15:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.4590,M,,6.3300,,9.1690,DEG C,,,F01,34697.0000,UMHOS/CM,,,F01,21.7100,PPT,,,F01,95.5000,PCT,,,F04,9.5600,MG/L,,,F04,8.0500,SU,,,F01,3.0500,NTU,,,F01,1.6900,%FS,GPF;NQR,,F01,6.6100,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,11.5500,UG/L,GPF;NQR,,F01,4.4200,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 4:30:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.4270,M,,6.3300,,9.1480,DEG C,,,F01,34366.0000,UMHOS/CM,,,F01,21.4800,PPT,,,F01,95.4000,PCT,,,F04,9.5700,MG/L,,,F04,8.0400,SU,,,F01,2.8200,NTU,,,F01,1.9400,%FS,GPF;NQR,,F01,7.6300,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,19.9100,UG/L,GPF;NQR,,F01,7.5500,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 4:45:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.4060,M,,6.3400,,9.1480,DEG C,,,F01,34320.0000,UMHOS/CM,,,F01,21.4500,PPT,,,F01,95.9000,PCT,,,F04,9.6200,MG/L,,,F04,8.0500,SU,,,F01,2.9600,NTU,,,F01,1.5700,%FS,GPF;NQR,,F01,6.1400,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,16.8600,UG/L,GPF;NQR,,F01,6.4100,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 5:00:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.3850,M,,6.3300,,9.1650,DEG C,,,F01,34614.0000,UMHOS/CM,,,F01,21.6500,PPT,,,F01,95.5000,PCT,,,F04,9.5700,MG/L,,,F04,8.0500,SU,,,F01,2.8700,NTU,,,F01,2.5600,%FS,GPF;NQR,,F01,10.1700,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,29.4500,UG/L,GPF;NQR,,F01,11.1200,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 5:15:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.3660,M,,6.3300,,9.1680,DEG C,,,F01,34660.0000,UMHOS/CM,,,F01,21.6800,PPT,,,F01,95.0000,PCT,,,F04,9.5100,MG/L,,,F04,8.0500,SU,,,F01,2.8400,NTU,,,F01,3.1900,%FS,GPF;NQR,,F01,12.6900,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,33.8300,UG/L,GPF;NQR,,F01,12.7600,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 5:30:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.3530,M,,6.3400,,9.1690,DEG C,,,F01,34674.0000,UMHOS/CM,,,F01,21.6900,PPT,,,F01,94.5000,PCT,,,F04,9.4700,MG/L,,,F04,8.0400,SU,,,F01,2.8100,NTU,,,F01,1.9400,%FS,GPF;NQR,,F01,7.6300,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,27.2500,UG/L,GPF;NQR,,F01,10.3000,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 5:45:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.3400,M,,6.3300,,9.1730,DEG C,,,F01,34648.0000,UMHOS/CM,,,F01,21.6800,PPT,,,F01,92.2000,PCT,,,F04,9.2300,MG/L,,,F04,8.0000,SU,,,F01,2.6700,NTU,,,F01,0.8800,%FS,GPF;NQR,,F01,3.3400,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,5.1800,UG/L,GPF;NQR,,F01,2.0300,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 6:00:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.3390,M,,6.3300,,9.1780,DEG C,,,F01,34648.0000,UMHOS/CM,,,F01,21.6800,PPT,,,F01,91.9000,PCT,,,F04,9.2000,MG/L,,,F04,8.0100,SU,,,F01,2.5600,NTU,,,F01,1.6200,%FS,GPF;NQR,,F01,6.3500,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,20.8000,UG/L,GPF;NQR,,F01,7.8800,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
16366,CMON,VIMS,1/1/2024 6:15:00 AM,YRK005.40,Lower York River,YRKPH,19M100945,37.247284,-76.499369,0.3,AB,2.3400,M,,6.3300,,9.1700,DEG C,,,F01,34589.0000,UMHOS/CM,,,F01,21.6300,PPT,,,F01,91.8000,PCT,,,F04,9.2000,MG/L,,,F04,8.0200,SU,,,F01,2.5600,NTU,,,F01,0.7000,%FS,GPF;NQR,,F01,2.6000,UG/L,GPF;NQR,,F01,,UG/L,NND,,F01,3.7500,UG/L,GPF;NQR,,F01,1.5000,RFU,GPF;NQR,,F01,,,,,,,,,,,TWO CHLA/BGA PROBES WERE USED ON THIS ENTIRE DEPLOYMENT TO HELP WITH PORT ISSUE; THIS CAUSED A CROSS TALK ISSUE BETWEEN THE OPTICAL PROBE; ALL DATA REJECTED FOR THIS ENTIRE DEPLOYMENT.  ALL CHLA/FS AND BGA/FS DATA UNRELIABLE.
